STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
12375099999,1988-01-01,52.16575,20.967122,110.33,"OKECIE, PL",38.4,21,35.1,21,9999.9,0,999.9,0,5.4,21,7.7,21,9.9,999.9,42.8,*,31.1, ,0.0,E,999.9,10000
12375099999,1988-01-02,52.16575,20.967122,110.33,"OKECIE, PL",44.2,20,40.1,20,9999.9,0,999.9,0,6.6,20,13.8,20,15.9,25.1,48.2,*,40.1, ,0.01,E,999.9,10010
12375099999,1988-01-03,52.16575,20.967122,110.33,"OKECIE, PL",46.3,14,41.0,14,995.9,7,999.9,0,9.0,14,11.8,14,14.0,22.9,50.0, ,42.6,*,0.04,E,999.9,10010
12375099999,1988-01-04,52.16575,20.967122,110.33,"OKECIE, PL",43.5,10,35.1,10,1001.9,6,999.9,0,9.4,10,12.4,10,15.9,25.1,48.4, ,41.0,*,0.0,H,999.9,11010
12375099999,1988-01-05,52.16575,20.967122,110.33,"OKECIE, PL",43.7,21,37.8,21,9999.9,0,999.9,0,7.7,21,11.8,21,17.5,31.1,46.9, ,41.0,*,0.04,E,999.9,11000
12375099999,1988-01-06,52.16575,20.967122,110.33,"OKECIE, PL",46.3,11,40.1,11,1006.8,8,999.9,0,10.4,11,9.1,11,14.0,999.9,52.2, ,42.1, ,0.0,E,999.9,11010
12375099999,1988-01-07,52.16575,20.967122,110.33,"OKECIE, PL",43.6,8,38.3,8,1010.0,8,999.9,0,7.8,8,6.6,8,9.9,999.9,48.0, ,39.0,*,0.0,H,999.9,11010
12375099999,1988-01-08,52.16575,20.967122,110.33,"OKECIE, PL",39.0,23,35.9,23,9999.9,0,999.9,0,6.4,23,6.8,23,9.9,999.9,41.0,*,34.9, ,0.02,F,999.9,11010
12375099999,1988-01-09,52.16575,20.967122,110.33,"OKECIE, PL",36.8,21,35.2,21,9999.9,0,999.9,0,4.2,21,5.9,21,8.0,999.9,39.2,*,30.0,*,0.02,E,999.9,110010
12375099999,1988-01-10,52.16575,20.967122,110.33,"OKECIE, PL",33.2,24,31.4,24,9999.9,0,999.9,0,3.3,22,5.9,24,9.9,999.9,37.4,*,28.4,*,0.0,D,999.9,100000
12375099999,1988-01-11,52.16575,20.967122,110.33,"OKECIE, PL",35.3,24,31.7,24,9999.9,0,999.9,0,6.9,24,8.8,24,11.7,999.9,36.3,*,33.8,*,0.0,D,999.9,0
12375099999,1988-01-12,52.16575,20.967122,110.33,"OKECIE, PL",34.3,24,30.6,24,9999.9,0,999.9,0,6.5,24,9.1,24,14.0,999.9,35.6,*,33.1,*,0.0,D,999.9,0
12375099999,1988-01-13,52.16575,20.967122,110.33,"OKECIE, PL",33.3,17,28.2,17,1027.5,4,999.9,0,6.8,17,4.8,17,8.0,999.9,36.0, ,27.0,*,0.0,D,999.9,11010
12375099999,1988-01-14,52.16575,20.967122,110.33,"OKECIE, PL",27.8,17,23.9,16,1027.1,6,999.9,0,4.9,17,7.0,17,9.9,999.9,35.6, ,23.0, ,0.0,D,999.9,10010
12375099999,1988-01-15,52.16575,20.967122,110.33,"OKECIE, PL",28.4,16,23.3,16,1027.2,6,999.9,0,5.9,16,6.4,16,9.9,999.9,35.2, ,23.0,*,0.0,H,999.9,10010
12375099999,1988-01-16,52.16575,20.967122,110.33,"OKECIE, PL",31.7,22,27.0,22,1025.6,5,999.9,0,5.0,22,5.2,22,9.9,999.9,37.4,*,22.3, ,0.0,H,999.9,11010
12375099999,1988-01-17,52.16575,20.967122,110.33,"OKECIE, PL",33.6,24,32.9,24,9999.9,0,999.9,0,2.2,22,5.4,24,12.0,999.9,44.6,*,32.0,*,0.0,F,999.9,111000
12375099999,1988-01-18,52.16575,20.967122,110.33,"OKECIE, PL",31.7,24,30.2,24,9999.9,0,999.9,0,2.7,24,8.4,24,12.0,999.9,35.6,*,28.4,*,0.02,F,999.9,11000
12375099999,1988-01-19,52.16575,20.967122,110.33,"OKECIE, PL",29.8,24,27.0,24,9999.9,0,999.9,0,5.0,24,5.4,24,8.0,999.9,32.7, ,27.9, ,0.0,E,999.9,10000
12375099999,1988-01-20,52.16575,20.967122,110.33,"OKECIE, PL",31.0,20,27.5,20,9999.9,0,999.9,0,3.9,20,7.9,20,12.0,999.9,35.6, ,26.6, ,0.0,D,999.9,10010
12375099999,1988-01-21,52.16575,20.967122,110.33,"OKECIE, PL",31.2,24,28.4,24,9999.9,0,999.9,0,3.8,24,9.1,24,12.0,999.9,36.3, ,26.6,*,0.0,H,999.9,11010
12375099999,1988-01-22,52.16575,20.967122,110.33,"OKECIE, PL",30.4,24,25.9,24,9999.9,0,999.9,0,2.8,24,11.1,23,17.1,27.0,32.0,*,28.4,*,0.0,E,999.9,1000
12375099999,1988-01-23,52.16575,20.967122,110.33,"OKECIE, PL",29.5,24,24.9,24,9999.9,0,999.9,0,4.1,24,11.9,24,15.9,25.1,32.0,*,28.0, ,0.02,E,999.9,11010
12375099999,1988-01-24,52.16575,20.967122,110.33,"OKECIE, PL",27.6,24,25.0,24,9999.9,0,999.9,0,2.3,22,7.9,24,12.0,999.9,28.4,*,24.8,*,0.01,E,0.8,11000
12375099999,1988-01-25,52.16575,20.967122,110.33,"OKECIE, PL",27.8,24,24.3,24,9999.9,0,999.9,0,2.9,24,13.6,24,15.9,999.9,32.0,*,24.4, ,0.0,F,1.2,1000
12375099999,1988-01-26,52.16575,20.967122,110.33,"OKECIE, PL",26.3,24,23.4,24,9999.9,0,999.9,0,2.3,24,13.6,24,15.9,999.9,27.3, ,24.8,*,0.1,F,2.0,1000
12375099999,1988-01-27,52.16575,20.967122,110.33,"OKECIE, PL",22.2,24,18.4,24,9999.9,0,999.9,0,3.6,24,13.5,24,15.9,999.9,24.8,*,20.8,*,0.03,F,5.1,1000
12375099999,1988-01-28,52.16575,20.967122,110.33,"OKECIE, PL",20.5,24,17.7,24,9999.9,0,999.9,0,2.2,24,12.9,24,17.1,25.1,22.1, ,19.4,*,0.02,F,5.5,1000
12375099999,1988-01-29,52.16575,20.967122,110.33,"OKECIE, PL",22.9,24,18.8,24,9999.9,0,999.9,0,3.4,24,16.5,24,19.0,25.1,32.0,*,19.4,*,0.05,F,5.5,11000
12375099999,1988-01-30,52.16575,20.967122,110.33,"OKECIE, PL",28.0,24,24.1,24,9999.9,0,999.9,0,3.9,24,16.8,24,19.4,999.9,31.1, ,22.6, ,0.02,F,4.7,11000
12375099999,1988-01-31,52.16575,20.967122,110.33,"OKECIE, PL",21.2,24,18.2,23,9999.9,0,999.9,0,3.3,24,12.5,24,15.9,999.9,25.7,*,15.8,*,0.12,F,4.3,111000
12375099999,1988-02-01,52.16575,20.967122,110.33,"OKECIE, PL",17.6,19,12.7,18,9999.9,0,999.9,0,4.0,19,8.3,19,12.0,999.9,32.0,*,15.8, ,0.08,E,6.3,1000
12375099999,1988-02-02,52.16575,20.967122,110.33,"OKECIE, PL",32.8,20,29.8,20,1006.4,4,999.9,0,4.9,20,8.9,20,12.0,999.9,37.4,*,16.0, ,0.1,F,6.7,11010
12375099999,1988-02-03,52.16575,20.967122,110.33,"OKECIE, PL",38.4,18,33.3,18,9999.9,0,999.9,0,6.8,18,8.3,18,12.0,999.9,41.0,*,34.7, ,0.0,E,3.5,10010
12375099999,1988-02-04,52.16575,20.967122,110.33,"OKECIE, PL",37.9,12,32.4,12,1012.6,6,999.9,0,7.4,12,6.7,12,9.9,999.9,43.7, ,34.5,*,0.0,E,2.4,11010
12375099999,1988-02-05,52.16575,20.967122,110.33,"OKECIE, PL",36.9,8,31.7,8,1009.1,7,999.9,0,6.2,7,6.3,8,9.9,999.9,46.4,*,30.6, ,0.0,H,1.2,11010
12375099999,1988-02-06,52.16575,20.967122,110.33,"OKECIE, PL",38.2,17,34.3,17,1005.9,5,999.9,0,5.8,17,6.3,16,9.9,999.9,42.1,*,29.7, ,0.0,H,0.8,10110
